2013001	2	6	8	14	15	24	25	6
2013002	3	1	16	18	22	28	30	12
2013003	1	22	23	26	27	28	33	9
2013004	4	6	10	16	20	27	32	8
2013005	3	1	13	14	25	31	32	12
2013006	1	9	10	13	17	22	30	13
2013007	4	2	9	15	22	26	32	1
2013008	4	3	8	17	21	25	32	15
2013009	2	1	4	9	13	16	23	2
2013010	2	1	9	11	17	32	33	12
2013011	4	3	12	17	24	27	29	9
2013012	4	6	14	17	22	28	29	2
2013013	2	5	6	13	19	22	28	9
2013014	3	2	4	5	17	19	20	8
2013015	3	5	6	7	11	13	18	15
2013016	3	2	5	6	12	14	28	5
2013017	3	4	6	12	30	31	32	9
2013018	4	2	8	13	28	29	30	5
2013019	3	1	2	5	16	20	26	6
2013020	4	1	7	8	12	16	21	1
2013021	1	1	6	17	19	26	31	11
2013022	3	2	4	7	9	15	20	7
2013023	3	3	6	15	18	30	32	5
2013024	2	4	5	13	23	27	30	9
2013025	2	16	17	18	24	25	30	8
2013026	1	4	11	14	15	22	31	11
2013027	3	1	2	4	12	21	24	12
2013028	2	7	8	14	25	26	28	13
2013029	4	6	7	10	19	23	29	12
2013030	4	7	14	18	25	26	29	6
2013031	4	3	13	14	15	21	33	3
2013032	3	4	21	25	29	30	33	3
2013033	1	5	6	13	17	19	28	1
2013034	3	6	15	20	22	26	33	9
2013035	2	1	14	15	17	26	30	2
2013036	2	4	5	9	27	29	31	13
2013037	2	2	15	18	27	28	32	14
2013038	2	9	10	12	14	15	19	11
2013039	1	1	2	14	15	24	29	6
2013040	4	2	4	10	12	17	30	10
2013041	1	2	10	12	17	23	24	5
2013042	3	1	8	12	13	15	33	3
2013043	2	3	6	14	15	17	25	16
2013044	2	3	5	11	18	26	28	6
2013045	1	6	7	8	14	23	31	12
2013046	1	3	16	19	20	24	26	6
2013047	3	1	8	11	17	27	30	12
2013048	1	10	13	17	28	30	32	4
2013049	1	10	13	14	16	21	32	14
2013050	2	3	7	13	18	22	25	3
2013051	1	8	12	15	19	28	29	2
2013052	3	6	7	14	21	22	24	13
2013053	4	3	12	13	22	30	33	14
2013054	2	3	4	8	14	21	28	14
2013055	4	8	18	19	22	27	32	6
2013056	1	3	12	25	26	28	29	16
2013057	3	13	16	19	23	26	28	5
2013058	2	8	11	17	21	23	24	5
2013059	2	3	10	18	24	27	29	9
2013060	3	5	7	10	13	19	20	15
2013061	4	5	6	7	12	13	18	12
2013062	1	1	6	7	19	22	27	2
2013063	2	10	15	18	20	23	31	12
2013064	1	1	9	13	22	25	32	12
2013065	4	7	18	19	23	29	30	2
2013066	1	1	3	16	17	20	32	7
2013067	4	1	4	9	15	22	30	6
2013068	2	2	7	13	20	25	27	6
2013069	1	7	16	17	18	30	33	6
2013070	4	2	3	9	10	28	30	6
2013071	2	5	12	21	23	26	28	9
2013072	2	2	8	11	14	19	33	9
2013073	4	2	9	13	17	20	28	11
2013074	3	3	6	8	14	19	32	3
2013075	4	4	6	9	25	30	33	14
2013076	4	14	23	24	26	29	30	3
2013077	1	9	14	23	24	26	29	3
2013078	2	3	5	17	18	26	27	15
2013079	2	7	13	17	19	22	26	13
2013080	3	10	11	12	23	28	32	16
2013081	2	1	4	10	13	21	31	13
2013082	1	4	13	14	20	22	30	6
2013083	1	5	6	12	14	19	23	9
2013084	2	5	7	9	11	20	21	3
2013085	4	2	8	12	14	16	32	16
2013086	4	2	4	11	13	16	26	11
2013087	3	2	13	19	23	24	28	5
2013088	3	9	15	20	21	22	24	14
2013089	4	4	8	12	19	21	25	13
2013090	4	2	5	11	23	24	29	8
2013091	4	4	14	24	25	28	31	10
2013092	2	7	11	15	21	26	31	6
2013093	4	1	2	8	26	29	31	14
2013094	3	2	4	14	18	20	22	7
2013095	1	1	6	15	19	28	29	10
2013096	4	1	2	22	28	29	30	15
2013097	2	5	14	17	22	23	25	7
2013098	2	7	15	18	19	20	26	14
2013099	1	5	11	20	21	26	31	3
2013100	3	4	8	11	14	16	20	11
2013101	3	5	7	9	23	27	32	1
2013102	2	2	4	5	6	8	16	3
2013103	3	2	4	9	13	18	20	7
2013104	1	1	2	4	15	17	28	11
2013105	4	1	11	23	27	31	32	9
2013106	3	9	11	23	30	31	32	6
2013107	3	7	9	11	17	28	31	11
2013108	2	16	21	22	28	31	32	5
2013109	3	9	23	24	27	29	32	8
2013110	2	15	17	18	21	29	32	13
2013111	1	1	2	3	6	8	33	13
2013112	1	1	6	12	13	22	31	7
2013113	1	4	7	11	17	24	33	9
2013114	2	4	6	17	21	23	33	7
2013115	1	3	12	16	17	18	27	8
2013116	2	12	15	21	26	32	33	7
2013117	1	9	12	13	24	27	33	16
2013118	3	2	3	17	22	32	33	16
2013119	1	5	15	20	22	26	32	9
2013120	2	5	6	13	18	23	31	11
2013121	2	4	5	6	7	25	27	7
2013122	4	7	10	13	15	26	27	11
2013123	3	1	2	6	11	17	25	2
2013124	3	3	9	15	23	25	30	7
2013125	1	4	6	8	18	25	28	16
2013126	3	4	10	19	27	31	33	16
2013127	4	2	3	13	20	22	33	14
2013128	4	7	13	17	19	25	31	8
2013129	1	5	6	10	14	27	31	14
2013130	1	1	3	15	16	31	33	8
2013131	1	4	6	12	17	19	26	9
2013132	2	20	21	22	23	25	27	12
2013133	1	4	7	12	19	22	25	1
2013134	1	1	17	18	19	25	29	10
2013135	2	9	23	24	25	29	31	12
2013136	4	4	6	14	16	18	26	6
2013137	4	4	17	19	23	24	27	10
2013138	2	4	15	16	24	27	28	3
2013139	2	7	8	11	13	21	27	8
2013140	1	1	5	12	13	21	22	10
2013141	1	3	4	5	25	30	31	4
2013142	3	11	12	14	20	22	29	14
2013143	2	12	18	21	22	27	32	11
2013144	3	5	7	12	19	27	31	2
2013145	2	6	10	13	16	23	24	15
2013146	1	8	20	25	30	32	33	1
2013147	1	2	15	16	17	19	30	8
2013148	3	6	11	12	14	17	22	1
2013149	3	9	18	25	26	30	32	11
2013150	2	1	15	16	25	26	29	10
2013151	1	3	9	10	19	28	33	9
2013152	4	4	6	14	16	18	29	5
2013153	1	8	11	13	18	28	33	10
2013154	1	7	11	14	19	24	29	5
2014001	2	3	9	15	20	27	29	1
2014002	4	4	21	23	31	32	33	4
2014003	4	6	10	11	28	30	33	12
2014004	2	1	4	19	22	24	25	15
2014005	2	15	18	23	27	32	33	4
2014006	3	3	4	7	17	21	27	14
2014007	3	8	10	12	14	18	28	14
2014008	3	5	14	16	21	29	30	12
2014009	3	8	9	19	20	25	32	16
2014010	4	5	7	8	20	31	33	11
2014011	3	9	10	13	14	21	32	2
2014012	1	1	8	11	19	21	24	8
2014013	2	5	9	13	15	17	21	13
2014014	3	4	9	19	22	25	29	15
2014015	2	2	11	19	30	32	33	9
2014016	3	2	3	7	13	21	24	8
2014017	3	4	6	7	14	25	26	10
2014018	2	13	17	18	21	30	33	15
2014019	4	2	10	15	19	20	21	7
2014020	3	9	14	17	23	24	25	15
2014021	3	8	10	15	17	22	29	12
2014022	2	4	6	7	10	21	26	16
2014023	3	7	9	13	17	21	22	10
2014024	4	8	10	16	20	23	30	9
2014025	3	1	5	10	14	16	30	16
2014026	4	1	2	5	6	11	23	14
2014027	3	8	10	14	16	30	31	1
2014028	1	6	16	21	27	30	32	5
2014029	1	2	7	14	16	21	29	14
2014030	2	12	18	19	23	24	30	10
2014031	1	4	10	16	17	21	27	14
2014032	4	1	2	14	22	29	33	7
2014033	1	5	13	23	28	32	33	12
2014034	4	1	3	4	8	25	31	6
2014035	2	7	8	9	17	32	33	6
2014036	1	1	7	8	9	11	22	3
2014037	2	6	13	14	24	25	30	7
2014038	1	4	7	22	23	24	33	16
2014039	2	3	11	15	19	20	31	7
2014040	1	3	4	6	11	12	15	8
2014041	3	7	11	16	18	21	22	2
2014042	4	12	15	20	25	28	33	14
2014043	3	2	5	9	14	24	33	9
2014044	4	4	9	21	27	28	33	12
2014045	1	2	4	9	11	19	22	15
2014046	1	2	10	11	17	18	22	10
2014047	3	8	10	11	12	19	29	15
2014048	4	6	9	16	17	24	25	16
2014049	4	6	7	16	17	23	32	6
2014050	3	3	17	23	25	26	32	13
2014051	4	10	16	19	21	23	24	13
2014052	3	9	13	15	28	30	33	8
2014053	4	14	17	19	22	26	31	2
2014054	4	1	4	5	11	29	30	14
2014055	4	2	9	14	19	21	30	4
2014056	3	1	11	18	20	28	29	1
2014057	3	2	4	12	18	23	31	8
2014058	3	2	3	12	13	14	25	11
2014059	3	5	8	12	13	23	25	13
2014060	2	3	5	14	18	25	33	6
2014061	1	2	14	17	27	28	31	8
2014062	3	6	9	15	24	25	26	9
2014063	4	3	8	17	21	22	31	16
2014064	3	2	9	15	16	29	32	14
2014065	1	3	4	5	8	10	22	6
2014066	2	2	5	15	17	18	21	16
2014067	1	1	6	7	17	18	23	6
2014068	1	4	12	13	22	27	29	16
2014069	3	5	12	17	19	25	30	11
2014070	4	1	7	9	19	28	29	7
2014071	1	2	4	12	17	22	25	14
2014072	4	1	3	7	13	19	32	16
2014073	4	1	12	16	20	30	33	2
2014074	1	1	3	6	13	30	31	12
2014075	1	3	9	11	22	27	29	6
2014076	1	6	10	12	17	18	33	11
2014077	1	8	9	12	15	19	22	10
2014078	4	2	3	5	6	9	17	7
2014079	2	2	7	16	22	27	28	2
2014080	3	5	14	16	17	25	30	7
2014081	4	8	14	22	24	27	29	10
2014082	2	2	4	20	25	26	29	11
2014083	4	5	6	19	21	23	33	12
2014084	3	1	6	9	10	13	25	8
2014085	2	1	2	11	19	23	29	8
2014086	1	2	4	10	12	14	30	8
2014087	1	6	18	22	23	32	33	6
2014088	4	3	6	11	14	16	29	15
2014089	1	4	6	14	17	27	30	9
2014090	2	5	9	11	19	24	32	13
2014091	3	1	5	12	19	27	29	14
2014092	1	3	13	18	19	22	26	7
2014093	1	2	8	9	10	20	29	5
2014094	4	1	10	18	20	23	29	1
2014095	4	5	6	8	14	22	31	8
2014096	4	12	14	17	19	22	24	8
2014097	4	7	13	24	25	27	32	15
2014098	3	2	13	17	20	29	31	7
2014099	2	1	5	10	11	13	32	14
2014100	3	1	6	9	10	14	16	11
2014101	1	16	18	20	23	24	32	7
2014102	2	14	16	21	24	28	31	13
2014103	1	3	8	9	10	18	33	4
2014104	1	2	6	12	19	27	28	13
2014105	2	14	16	17	19	27	32	4
2014106	2	9	14	17	18	21	25	15
2014107	3	11	14	17	22	25	27	16
2014108	3	3	8	9	20	23	28	2
2014109	1	2	5	11	15	19	28	2
2014110	1	1	8	11	13	19	30	6
2014111	3	2	8	17	20	22	28	2
2014112	3	1	15	16	21	24	30	3
2014113	4	12	14	28	31	32	33	7
2014114	3	2	7	23	30	32	33	10
2014115	2	1	9	10	11	13	32	3
2014116	1	9	10	14	15	19	29	16
2014117	1	5	10	17	25	28	29	4
2014118	2	5	7	15	18	26	30	3
2014119	1	6	13	17	20	26	29	9
2014120	3	1	7	12	16	23	28	4
2014121	1	1	2	13	22	28	30	9
2014122	4	6	9	11	16	20	29	11
2014123	2	1	6	11	17	28	33	5
2014124	1	2	17	20	24	31	33	4
2014125	4	10	11	15	26	31	32	6
2014126	3	6	11	16	17	22	27	1
2014127	4	2	10	12	21	23	27	12
2014128	2	5	7	8	17	18	24	14
2014129	2	5	8	9	20	28	32	2
2014130	1	1	2	10	24	30	33	10
2014131	2	5	17	21	22	28	32	14
2014132	1	5	6	14	15	18	33	8
2014133	3	13	14	16	23	30	31	13
2014134	3	5	16	22	23	26	28	2
2014135	3	2	4	11	13	25	33	1
2014136	4	3	16	19	27	31	32	10
2014137	2	3	6	9	11	25	29	9
2014138	2	4	6	13	29	31	33	13
2014139	1	1	14	15	20	25	29	11
2014140	1	6	10	11	14	17	33	6
2014141	1	8	9	11	16	21	24	10
2014142	3	6	21	22	23	25	28	13
2014143	3	3	12	18	20	25	26	16
2014144	4	3	5	6	9	10	27	14
2014145	2	10	12	13	23	26	29	11
2014146	3	1	6	13	20	29	32	1
2014147	4	6	7	22	26	31	32	10
2014148	4	1	2	5	12	15	16	13
2014149	3	7	9	10	15	19	33	1
2014150	2	3	8	14	22	24	32	9
2014151	3	4	5	8	11	21	27	8
2014152	1	8	13	15	20	21	25	12
2015001	4	1	7	9	16	20	23	6
2015002	2	7	15	16	25	28	32	5
2015003	1	10	15	20	23	24	31	15
2015004	4	2	14	15	16	23	24	10
2015005	2	7	10	16	17	18	32	15
2015006	4	1	10	11	29	31	33	13
2015007	3	1	7	9	17	20	33	8
2015008	2	4	7	10	16	20	22	3
2015009	3	4	7	14	17	21	25	14
2015010	2	1	2	3	8	21	31	9
2015011	4	4	14	15	17	18	20	15
2015012	1	3	5	22	23	29	31	6
2015013	4	8	9	24	25	26	29	1
2015014	2	2	12	16	19	27	30	11
2015015	2	1	7	20	24	25	33	4
2015016	1	2	6	10	15	17	31	13
2015017	4	13	18	20	25	27	33	12
2015018	4	6	9	12	14	28	29	9
2015019	3	2	6	11	19	25	26	4
2015020	4	1	4	7	19	22	23	4
2015021	2	14	15	16	17	27	28	8
2015022	3	4	7	10	16	23	25	10
2015023	3	8	9	10	13	29	30	1
2015024	1	9	11	16	18	23	24	10
2015025	2	10	11	12	15	27	32	14
2015026	3	2	13	17	21	22	33	13
2015027	2	5	7	9	16	26	29	7
